Entry	Entry name	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (ORF )
B6JWJ1	B6JWJ1_SCHJY	unreviewed	PRA1 family protein	SJAG_00767		SJAG_00767
B6K166	B6K166_SCHJY	unreviewed	DNA repair endonuclease	SJAG_02790		SJAG_02790
B6K071	B6K071_SCHJY	unreviewed	Endonuclease Uve1 (Fragment)	SJAG_01262		SJAG_01262
B6K215	B6K215_SCHJY	unreviewed	Sm snRNP core protein Smb1	SJAG_02279		SJAG_02279
B6K8C4	B6K8C4_SCHJY	unreviewed	Fungal protein	SJAG_05002		SJAG_05002
B6K2D2	B6K2D2_SCHJY	unreviewed	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) (EC 3.6.1.31)	SJAG_02400		SJAG_02400
B6JZH3	B6JZH3_SCHJY	unreviewed	Tyrosine phosphatase Pyp1	SJAG_02013		SJAG_02013
B6K1L3	B6K1L3_SCHJY	unreviewed	CobW	SJAG_02124		SJAG_02124
B6K2G3	B6K2G3_SCHJY	unreviewed	Vacuolar serine protease Isp6	SJAG_02432		SJAG_02432
B6JUT6	B6JUT6_SCHJY	unreviewed	Tip elongation aberrant protein Tea4	SJAG_00030		SJAG_00030
B6K832	B6K832_SCHJY	unreviewed	U3 snoRNP-associated protein Utp7	SJAG_04908		SJAG_04908
B6K5U8	B6K5U8_SCHJY	unreviewed	Tubulin specific chaperone cofactor D	SJAG_04074		SJAG_04074
B6K8C5	B6K8C5_SCHJY	unreviewed	Translation initiation factor eIF2 beta subunit	SJAG_05003		SJAG_05003
B6K743	B6K743_SCHJY	unreviewed	NASP family CENP-A chaperone	SJAG_04547		SJAG_04547
B6K7S6	B6K7S6_SCHJY	unreviewed	Membrane bound O-acyltransferase	SJAG_04792		SJAG_04792
B6JXE5	B6JXE5_SCHJY	unreviewed	Prohibitin	SJAG_01073		SJAG_01073
B6K1A0	B6K1A0_SCHJY	unreviewed	ADP-ribosylation factor	SJAG_02824		SJAG_02824
B6JZV2	B6JZV2_SCHJY	unreviewed	TIP41-like type 2a phosphatase regulator Tip41	SJAG_01142		SJAG_01142
B6JWV4	B6JWV4_SCHJY	unreviewed	U3 snoRNP protein Utp4	SJAG_00879		SJAG_00879
B6JWH5	B6JWH5_SCHJY	unreviewed	Fungal protein	SJAG_00751		SJAG_00751
B6JZL7	B6JZL7_SCHJY	unreviewed	Spermidine family transporter	SJAG_02060		SJAG_02060
B6K290	B6K290_SCHJY	unreviewed	DUF1769 family protein	SJAG_02357		SJAG_02357
B6K4G1	B6K4G1_SCHJY	unreviewed	Fungal protein	SJAG_03521		SJAG_03521
B6K049	B6K049_SCHJY	unreviewed	AMMECR1 domain-containing protein	SJAG_05222		SJAG_05222
B6K734	B6K734_SCHJY	unreviewed	Phosphatidylinositol kinase	SJAG_04537		SJAG_04537
B6JV67	B6JV67_SCHJY	unreviewed	Ribosome biogenesis protein NSA1	SJAG_00271		SJAG_00271
B6JV32	B6JV32_SCHJY	unreviewed	SPX/EXS domain-containing protein	SJAG_00233		SJAG_00233
B6K7L1	B6K7L1_SCHJY	unreviewed	Vacuolar membrane amino acid uptake transporter Fnx1	SJAG_04725		SJAG_04725
B6K491	B6K491_SCHJY	unreviewed	Glucan endo-1,3-alpha-glucosidase Agn1	SJAG_03444		SJAG_03444
T0S0Y6	T0S0Y6_SCHJY	unreviewed	Uncharacterized protein	SJAG_05637		SJAG_05637
B6JW35	B6JW35_SCHJY	unreviewed	Pho88 family protein	SJAG_00603		SJAG_00603
B6JV51	B6JV51_SCHJY	unreviewed	rRNA processing protein	SJAG_00253		SJAG_00253
B6K7Z1	B6K7Z1_SCHJY	unreviewed	Cell wall protein Asl1	SJAG_04864		SJAG_04864
B6JY08	B6JY08_SCHJY	unreviewed	Ribosomal protein subunit Mrp17	SJAG_01468		SJAG_01468
B6K3B6	B6K3B6_SCHJY	unreviewed	Autophagy-related protein 9	SJAG_03100		SJAG_03100
B6K1G8	B6K1G8_SCHJY	unreviewed	Phospholipid-transporting ATPase (EC 7.6.2.1)	SJAG_02897		SJAG_02897
B6K3T6	B6K3T6_SCHJY	unreviewed	Glutamyl-tRNA synthetase (EC 6.1.1.17)	SJAG_03277		SJAG_03277
B6JWI5	B6JWI5_SCHJY	unreviewed	Guanine nucleotide transporter	SJAG_00760		SJAG_00760
B6K1E4	B6K1E4_SCHJY	unreviewed	40S ribosomal protein S15	SJAG_02870		SJAG_02870
B6JYG2	B6JYG2_SCHJY	unreviewed	DNA replication complex GINS protein SLD5	SJAG_01624		SJAG_01624
B6K318	B6K318_SCHJY	unreviewed	Peroxin-6	SJAG_02997		SJAG_02997
B6K0L3	B6K0L3_SCHJY	unreviewed	Transcription factor	SJAG_02569		SJAG_02569
B6K8F2	B6K8F2_SCHJY	unreviewed	CTNS domain-containing protein	SJAG_05031		SJAG_05031
B6K279	B6K279_SCHJY	unreviewed	Kinetochore protein Mis13	SJAG_02346		SJAG_02346
B6K5F7	B6K5F7_SCHJY	unreviewed	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	NCS6 CTU1 SJAG_03932	NCS6	SJAG_03932
B6K7T8	B6K7T8_SCHJY	unreviewed	Uncharacterized protein	SJAG_04809		SJAG_04809
B6JVX9	B6JVX9_SCHJY	unreviewed	40S ribosomal protein S9	SJAG_00544		SJAG_00544
B6K3E9	B6K3E9_SCHJY	unreviewed	60S ribosomal protein L36	SJAG_03133		SJAG_03133
B6JZM6	B6JZM6_SCHJY	unreviewed	DNA polymerase phi	SJAG_05253		SJAG_05253
B6JZM2	B6JZM2_SCHJY	unreviewed	ER membrane protein complex subunit 2	SJAG_02065		SJAG_02065
B6JX54	B6JX54_SCHJY	unreviewed	AMP binding enzyme	SJAG_00982		SJAG_00982
B6JX60	B6JX60_SCHJY	unreviewed	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	SJAG_00988		SJAG_00988
B6K845	B6K845_SCHJY	unreviewed	Transcriptional corepressor Tup12	SJAG_04921		SJAG_04921
B6K5P5	B6K5P5_SCHJY	unreviewed	Trafficking protein particle complex subunit	SJAG_04021		SJAG_04021
B6JXP3	B6JXP3_SCHJY	unreviewed	SAGA complex subunit Sgf29	SJAG_00184		SJAG_00184
B6JVT3	B6JVT3_SCHJY	unreviewed	DNA repair protein RAD16	SJAG_00500		SJAG_00500
B6JXQ3	B6JXQ3_SCHJY	unreviewed	Uncharacterized protein	SJAG_00195		SJAG_00195
B6JVV8	B6JVV8_SCHJY	unreviewed	Protein YIP	SJAG_00525		SJAG_00525
B6K7W5	B6K7W5_SCHJY	unreviewed	Transcriptional repressor Sak1	SJAG_04839		SJAG_04839
B6K6A4	B6K6A4_SCHJY	unreviewed	Autophagy-related protein 1 (EC 2.7.11.1)	SJAG_04232		SJAG_04232
B6K7F8	B6K7F8_SCHJY	unreviewed	Trp-like ion channel Pkd2	SJAG_04668		SJAG_04668
B6K895	B6K895_SCHJY	unreviewed	ATP-dependent RNA helicase Rrp3 (Fragment)	SJAG_04974		SJAG_04974
B6JWF8	B6JWF8_SCHJY	unreviewed	Hydrolase	SJAG_00734		SJAG_00734
B6JXR6	B6JXR6_SCHJY	unreviewed	Telomere length regulator protein Rif1	SJAG_01377		SJAG_01377
B6JUX7	B6JUX7_SCHJY	unreviewed	Trichothecene 3-O-acetyltransferase	SJAG_00075		SJAG_00075
B6K2D3	B6K2D3_SCHJY	unreviewed	Uncharacterized protein	SJAG_02401		SJAG_02401
B6JVU8	B6JVU8_SCHJY	unreviewed	RhoGEF Scd1	SJAG_00514		SJAG_00514
B6K6Q5	B6K6Q5_SCHJY	unreviewed	AGC/AKT protein kinase Sck2	SJAG_04394		SJAG_04394
B6K4D2	B6K4D2_SCHJY	unreviewed	Diacylglycerol binding protein	SJAG_03488		SJAG_03488
B6K1T8	B6K1T8_SCHJY	unreviewed	RecQ type DNA helicase Hrq1	SJAG_02200		SJAG_02200
B6K622	B6K622_SCHJY	unreviewed	Ubiquitin-protein ligase E3	SJAG_04151		SJAG_04151
B6K700	B6K700_SCHJY	unreviewed	Hydrolase	SJAG_04501		SJAG_04501
B6K446	B6K446_SCHJY	unreviewed	DUF1640 family protein	SJAG_03399		SJAG_03399
B6K5G0	B6K5G0_SCHJY	unreviewed	1-acylglycerol-3-phosphate acyltransferase	SJAG_03935		SJAG_03935
B6K0N0	B6K0N0_SCHJY	unreviewed	Translocation protein SEC62	SJAG_02588		SJAG_02588
B6JYJ5	B6JYJ5_SCHJY	unreviewed	Uncharacterized protein	SJAG_01656		SJAG_01656
B6JX97	B6JX97_SCHJY	unreviewed	F-box protein Pof11	SJAG_01022		SJAG_01022
B6K800	B6K800_SCHJY	unreviewed	Uncharacterized protein	SJAG_04875		SJAG_04875
B6JZ00	B6JZ00_SCHJY	unreviewed	Histone-like transcription factor family	SJAG_01823		SJAG_01823
B6K4I8	B6K4I8_SCHJY	unreviewed	Uncharacterized protein	SJAG_03549		SJAG_03549
B6JXQ7	B6JXQ7_SCHJY	unreviewed	Phospholipase	SJAG_00199		SJAG_00199
B6K7J5	B6K7J5_SCHJY	unreviewed	Uracil phosphoribosyltransferase	SJAG_04709		SJAG_04709
B6K1R6	B6K1R6_SCHJY	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	SJAG_02178		SJAG_02178
B6K176	B6K176_SCHJY	unreviewed	Glucan 1,4-alpha-glucosidase	SJAG_02799		SJAG_02799
B6JXS0	B6JXS0_SCHJY	unreviewed	DUF726 family protein	SJAG_01381		SJAG_01381
B6JY72	B6JY72_SCHJY	unreviewed	Trehalose-6-phosphate synthase (EC 2.4.1.15) (UDP-glucose-glucosephosphate glucosyltransferase)	SJAG_01531		SJAG_01531
B6JXQ0	B6JXQ0_SCHJY	unreviewed	Uncharacterized protein	SJAG_00191		SJAG_00191
B6K0D6	B6K0D6_SCHJY	unreviewed	GRAM domain-containing protein	SJAG_01329		SJAG_01329
B6JVW7	B6JVW7_SCHJY	unreviewed	Nicotinamide riboside kinase	SJAG_00533		SJAG_00533
B6JZ86	B6JZ86_SCHJY	unreviewed	DUF887 family protein	SJAG_01912		SJAG_01912
B6K163	B6K163_SCHJY	unreviewed	Translationally-controlled tumor protein homolog	SJAG_02786		SJAG_02786
B6K031	B6K031_SCHJY	unreviewed	Uncharacterized protein	SJAG_01220		SJAG_01220
B6K2C0	B6K2C0_SCHJY	unreviewed	Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)	SJAG_02388		SJAG_02388
B6K397	B6K397_SCHJY	unreviewed	Fungal protein	SJAG_03080		SJAG_03080
B6JZ42	B6JZ42_SCHJY	unreviewed	Ubiquinone biosynthesis protein	SJAG_01866		SJAG_01866
B6JVC6	B6JVC6_SCHJY	unreviewed	Mo25 family protein Pmo25	SJAG_00333		SJAG_00333
B6JZG2	B6JZG2_SCHJY	unreviewed	Tyrosine phosphatase Pyp2	SJAG_02000		SJAG_02000
T0T6D5	T0T6D5_SCHJY	unreviewed	Uncharacterized protein	SJAG_05746		SJAG_05746
B6K0Q4	B6K0Q4_SCHJY	unreviewed	Fungal protein	SJAG_02612		SJAG_02612
B6JVE1	B6JVE1_SCHJY	unreviewed	Chromatin modification-related protein EAF3	SJAG_00349		SJAG_00349
B6JZ59	B6JZ59_SCHJY	unreviewed	Uncharacterized protein	SJAG_01883		SJAG_01883
B6K3D3	B6K3D3_SCHJY	unreviewed	Uncharacterized protein	SJAG_03117		SJAG_03117
B6JYM8	B6JYM8_SCHJY	unreviewed	Copper-fist domain-containing protein	SJAG_01694		SJAG_01694
B6K5D0	B6K5D0_SCHJY	unreviewed	Transcription factor TFIID complex subunit Taf111	SJAG_03900		SJAG_03900
B6K6V0	B6K6V0_SCHJY	unreviewed	Fungal protein	SJAG_04450		SJAG_04450
B6K4A3	B6K4A3_SCHJY	unreviewed	NADH-cytochrome reductase	SJAG_03456		SJAG_03456
B6K3G1	B6K3G1_SCHJY	unreviewed	Actin Act1	SJAG_03145		SJAG_03145
B6JX93	B6JX93_SCHJY	unreviewed	NEDD8-conjugating enzyme Ubc12	SJAG_01018		SJAG_01018
B6JZW7	B6JZW7_SCHJY	unreviewed	Dolichol phosphate-mannose biosynthesis regulatory protein	SJAG_05219		SJAG_05219
B6K515	B6K515_SCHJY	unreviewed	Uncharacterized protein	SJAG_05312		SJAG_05312
B6JZR5	B6JZR5_SCHJY	unreviewed	Uncharacterized protein	SJAG_01091		SJAG_01091
B6K7R4	B6K7R4_SCHJY	unreviewed	Myosin I light chain Cam2	SJAG_04781		SJAG_04781
B6JY68	B6JY68_SCHJY	unreviewed	Heavy metal ion homeostasis protein	SJAG_01527		SJAG_01527
B6K7A1	B6K7A1_SCHJY	unreviewed	Ribosome biogenesis protein Nop6	SJAG_04610		SJAG_04610
B6JY81	B6JY81_SCHJY	unreviewed	Cullin 4	SJAG_01540		SJAG_01540
B6JZ36	B6JZ36_SCHJY	unreviewed	Phosphoprotein phosphatase	SJAG_01860		SJAG_01860
B6K2F4	B6K2F4_SCHJY	unreviewed	Rab GDP dissociation inhibitor	SJAG_02422		SJAG_02422
B6K4M1	B6K4M1_SCHJY	unreviewed	eIF4 binding protein	SJAG_03583		SJAG_03583
B6K2U1	B6K2U1_SCHJY	unreviewed	Inositol-1-monophosphatase (EC 3.1.3.25)	SJAG_03739		SJAG_03739
B6JUW9	B6JUW9_SCHJY	unreviewed	GPI-anchored wall transfer protein (EC 2.3.-.-)	SJAG_00068		SJAG_00068
B6JZU8	B6JZU8_SCHJY	unreviewed	Meiotic recombination protein Rec15	SJAG_01138		SJAG_01138
B6K4Y7	B6K4Y7_SCHJY	unreviewed	Smc5-6 complex non-SMC subunit Nse3	SJAG_03702		SJAG_03702
B6K0C6	B6K0C6_SCHJY	unreviewed	Fungal protein	SJAG_05225		SJAG_05225
B6JWD2	B6JWD2_SCHJY	unreviewed	Oxalyl-CoA decarboxylase	SJAG_00706		SJAG_00706
B6JV83	B6JV83_SCHJY	unreviewed	GTPase activating protein	SJAG_00289		SJAG_00289
B6JWU5	B6JWU5_SCHJY	unreviewed	Plasma membrane fusion protein PRM1	SJAG_00870		SJAG_00870
B6K6S0	B6K6S0_SCHJY	unreviewed	DNA-directed RNA polymerase III complex subunit Rpc53	SJAG_04408		SJAG_04408
B6JWB5	B6JWB5_SCHJY	unreviewed	Protein MAK16	SJAG_00689		SJAG_00689
B6JV59	B6JV59_SCHJY	unreviewed	Arv1-like family protein	SJAG_00261		SJAG_00261
B6K653	B6K653_SCHJY	unreviewed	tRNA (Guanine-N2-)-methyltransferase catalytic subunit Trm11	SJAG_04181		SJAG_04181
B6JUV5	B6JUV5_SCHJY	unreviewed	Uncharacterized protein	SJAG_00018		SJAG_00018
B6K1Y2	B6K1Y2_SCHJY	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	SJAG_02244		SJAG_02244
B6JXJ5	B6JXJ5_SCHJY	unreviewed	Cargo-transporter Ypp1	SJAG_00137		SJAG_00137
B6K5Y7	B6K5Y7_SCHJY	unreviewed	Thiosulfate sulfurtransferase	SJAG_04113		SJAG_04113
B6K5Z2	B6K5Z2_SCHJY	unreviewed	Ski complex RNA helicase Ski2	SJAG_04118		SJAG_04118
B6JZ79	B6JZ79_SCHJY	unreviewed	Progesterone binding protein	SJAG_01905		SJAG_01905
B6K335	B6K335_SCHJY	unreviewed	25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-)	SJAG_03016		SJAG_03016
B6K771	B6K771_SCHJY	unreviewed	Citrulline--aspartate ligase (EC 6.3.4.5)	SJAG_04577		SJAG_04577
B6K7D8	B6K7D8_SCHJY	unreviewed	Mediator of RNA polymerase II transcription subunit 31	SJAG_04647		SJAG_04647
B6JVD4	B6JVD4_SCHJY	unreviewed	RING-box protein 1	SJAG_00341		SJAG_00341
B6JZ09	B6JZ09_SCHJY	unreviewed	Structural maintenance of chromosomes protein	SJAG_01831		SJAG_01831
B6K6D8	B6K6D8_SCHJY	unreviewed	HAL protein kinase Oca2	SJAG_04268		SJAG_04268
B6JXH5	B6JXH5_SCHJY	unreviewed	Phosphatidylinositol 3-kinase VPS34 (EC 2.7.1.137)	SJAG_00114		SJAG_00114
B6K3T1	B6K3T1_SCHJY	unreviewed	Fungal protein	SJAG_03273		SJAG_03273
B6K2J4	B6K2J4_SCHJY	unreviewed	Uncharacterized protein	SJAG_02465		SJAG_02465
B6JV37	B6JV37_SCHJY	unreviewed	Glutathione S-transferase Gst1	SJAG_00238		SJAG_00238
B6JXM1	B6JXM1_SCHJY	unreviewed	Uncharacterized protein	SJAG_00161		SJAG_00161
B6K5H5	B6K5H5_SCHJY	unreviewed	Prorein methyltransferase Mtq2	SJAG_03949		SJAG_03949
B6JXM6	B6JXM6_SCHJY	unreviewed	60S ribosomal protein L35a	SJAG_00166		SJAG_00166
B6JW39	B6JW39_SCHJY	unreviewed	DNA polymerase delta subunit Cdm1	SJAG_05197		SJAG_05197
B6K459	B6K459_SCHJY	unreviewed	Fungal protein	SJAG_03412		SJAG_03412
B6K7I7	B6K7I7_SCHJY	unreviewed	Mitotic spindle checkpoint protein Mad3	SJAG_04699		SJAG_04699
B6K785	B6K785_SCHJY	unreviewed	Oxidoreductase	SJAG_04591		SJAG_04591
B6K1W6	B6K1W6_SCHJY	unreviewed	Uncharacterized protein	SJAG_02229		SJAG_02229
B6K2M3	B6K2M3_SCHJY	unreviewed	Meiotic recombination protein Rec24	SJAG_02490		SJAG_02490
B6K0A3	B6K0A3_SCHJY	unreviewed	40S ribosomal protein S19	SJAG_01296		SJAG_01296
B6JZM1	B6JZM1_SCHJY	unreviewed	Atypical/ABC1/ABC1-B protein kinase	SJAG_02064		SJAG_02064
B6K3Y7	B6K3Y7_SCHJY	unreviewed	Coenzyme A/diphosphate transporter	SJAG_03334		SJAG_03334
B6JXF7	B6JXF7_SCHJY	unreviewed	CAMK/CAMK1 protein kinase Srk1	SJAG_01084		SJAG_01084
B6JYE5	B6JYE5_SCHJY	unreviewed	60S ribosomal protein L7	SJAG_01606		SJAG_01606
B6JYH8	B6JYH8_SCHJY	unreviewed	Magnesium transporter	SJAG_01639		SJAG_01639
B6K168	B6K168_SCHJY	unreviewed	Uncharacterized protein	SJAG_02792		SJAG_02792
B6JXP7	B6JXP7_SCHJY	unreviewed	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase listerin)	SJAG_00188		SJAG_00188
B6JV57	B6JV57_SCHJY	unreviewed	Uncharacterized protein	SJAG_00259		SJAG_00259
B6K505	B6K505_SCHJY	unreviewed	Uncharacterized protein	SJAG_03772		SJAG_03772
B6K092	B6K092_SCHJY	unreviewed	C2H2-type domain-containing protein	SJAG_01284		SJAG_01284
B6JVW2	B6JVW2_SCHJY	unreviewed	Dihydrofolate synthetase (EC 6.3.2.12)	SJAG_00529		SJAG_00529
B6JZF1	B6JZF1_SCHJY	unreviewed	Isoamyl acetate hydrolytic enzyme Iah1	SJAG_01989		SJAG_01989
B6K635	B6K635_SCHJY	unreviewed	Ribosomal protein subunit Mrp21	SJAG_04164		SJAG_04164
B6JWW9	B6JWW9_SCHJY	unreviewed	Iron sulfur cluster assembly protein Isd11	SJAG_00894		SJAG_00894
B6K1T9	B6K1T9_SCHJY	unreviewed	Ribosomal protein subunit L51-b	SJAG_02201		SJAG_02201
B6K5A6	B6K5A6_SCHJY	unreviewed	DIS3-like exonuclease 2 (EC 3.1.13.-)	SJAG_03876		SJAG_03876
B6K8C6	B6K8C6_SCHJY	unreviewed	Fungal protein	SJAG_05004		SJAG_05004
B6JWY6	B6JWY6_SCHJY	unreviewed	Complexed with Cdc5 protein Cwf4	SJAG_00911		SJAG_00911
B6JZN3	B6JZN3_SCHJY	unreviewed	Actin-related protein 2/3 complex subunit	SJAG_02075		SJAG_02075
B6JWW6	B6JWW6_SCHJY	unreviewed	Peroxin-14	SJAG_00891		SJAG_00891
T0RSZ8	T0RSZ8_SCHJY	unreviewed	Fungal protein	SJAG_05414		SJAG_05414
B6K7Y1	B6K7Y1_SCHJY	unreviewed	Uncharacterized protein	SJAG_05345		SJAG_05345
B6K6Q2	B6K6Q2_SCHJY	unreviewed	Fungal protein	SJAG_04390		SJAG_04390
B6JVY5	B6JVY5_SCHJY	unreviewed	WD40/YVTN repeat-like protein	SJAG_00550		SJAG_00550
B6K3F8	B6K3F8_SCHJY	unreviewed	Guanyl-nucleotide exchange factor	SJAG_03142		SJAG_03142
B6K4D1	B6K4D1_SCHJY	unreviewed	Histone lysine methyltransferase Set7	SJAG_03487		SJAG_03487
B6JV42	B6JV42_SCHJY	unreviewed	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.21) (EC 2.7.4.24)	SJAG_00244		SJAG_00244
T0RSZ4	T0RSZ4_SCHJY	unreviewed	Uncharacterized protein	SJAG_05533		SJAG_05533
B6K1X1	B6K1X1_SCHJY	unreviewed	Coatomer epsilon subunit	SJAG_02234		SJAG_02234
B6JV87	B6JV87_SCHJY	unreviewed	U3 snoRNP-associated protein Lcp5	SJAG_00294		SJAG_00294
B6JZ17	B6JZ17_SCHJY	unreviewed	60S ribosome subunit biogenesis protein NIP7	SJAG_01839		SJAG_01839
B6JVK5	B6JVK5_SCHJY	unreviewed	Peptide-methionine (S)-S-oxide reductase (EC 1.8.4.11)	SJAG_00419		SJAG_00419
B6JWT7	B6JWT7_SCHJY	unreviewed	Uncharacterized protein	SJAG_00862		SJAG_00862
T0S364	T0S364_SCHJY	unreviewed	Serine O-acetyltransferase activity	SJAG_05413		SJAG_05413
B6JWI6	B6JWI6_SCHJY	unreviewed	19S proteasome regulatory subunit Rpn8	SJAG_00762		SJAG_00762
B6JVH4	B6JVH4_SCHJY	unreviewed	Actin-like protein Arp10	SJAG_05185		SJAG_05185
B6K4B5	B6K4B5_SCHJY	unreviewed	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E)	SJAG_03469		SJAG_03469
B6JWI0	B6JWI0_SCHJY	unreviewed	Ubiquinol-cytochrome-c reductase complex core protein Qcr2	SJAG_00755		SJAG_00755
B6K6S9	B6K6S9_SCHJY	unreviewed	Tyrosyl-DNA phosphodiesterase Tdp1	SJAG_04418		SJAG_04418
B6K3B9	B6K3B9_SCHJY	unreviewed	Nuclear rim protein Amo1	SJAG_03103		SJAG_03103
B6K4B7	B6K4B7_SCHJY	unreviewed	Long-chain-fatty-acid-CoA ligase Lcf1	SJAG_03471		SJAG_03471
B6JZU5	B6JZU5_SCHJY	unreviewed	Autophagy associated protein	SJAG_01135		SJAG_01135
B6K1I3	B6K1I3_SCHJY	unreviewed	Pig-P subunit	SJAG_02913		SJAG_02913
T0RSS8	T0RSS8_SCHJY	unreviewed	Uncharacterized protein	SJAG_06627		SJAG_06627
B6K4I6	B6K4I6_SCHJY	unreviewed	U2 snRNP-associated protein Msl1	SJAG_03547		SJAG_03547
B6JXC2	B6JXC2_SCHJY	unreviewed	DNA repair protein Rhp42	SJAG_01049		SJAG_01049
B6K2R5	B6K2R5_SCHJY	unreviewed	Ribosomal protein	SJAG_02531		SJAG_02531
B6JY02	B6JY02_SCHJY	unreviewed	Eukaryotic nuclear protein implicated in meiotic chromosome segregation	SJAG_01462		SJAG_01462
B6K288	B6K288_SCHJY	unreviewed	Metaxin	SJAG_02355		SJAG_02355
B6K2T0	B6K2T0_SCHJY	unreviewed	E3 ubiquitin ligase complex subunit Mms1	SJAG_03728		SJAG_03728
B6K657	B6K657_SCHJY	unreviewed	ZIP zinc transporter Zrt1	SJAG_04185		SJAG_04185
B6JVE8	B6JVE8_SCHJY	unreviewed	CAMK/CAMKL/AMPK protein kinase Ppk9	SJAG_00356		SJAG_00356
B6JYZ8	B6JYZ8_SCHJY	unreviewed	Shk1 kinase binding protein 15	SJAG_01821		SJAG_01821
B6K2Z7	B6K2Z7_SCHJY	unreviewed	Uncharacterized protein	SJAG_02976		SJAG_02976
B6K5M2	B6K5M2_SCHJY	unreviewed	Meiotically upregulated Mug57	SJAG_03998		SJAG_03998
B6K355	B6K355_SCHJY	unreviewed	Anaphase-promoting complex subunit Apc15	SJAG_03037		SJAG_03037
B6K445	B6K445_SCHJY	unreviewed	Arginase (EC 3.5.3.1)	SJAG_03398		SJAG_03398
B6K4Q9	B6K4Q9_SCHJY	unreviewed	DUF55 family protein	SJAG_03621		SJAG_03621
B6JWZ8	B6JWZ8_SCHJY	unreviewed	CobW/HypB/UreG nucleotide binding domain-containing protein	SJAG_00923		SJAG_00923
B6JWZ0	B6JWZ0_SCHJY	unreviewed	F0-ATPase epsilon subunit	SJAG_00915		SJAG_00915
B6JYD0	B6JYD0_SCHJY	unreviewed	Oxysterol binding protein	SJAG_01590		SJAG_01590
B6JV02	B6JV02_SCHJY	unreviewed	Uncharacterized protein	SJAG_00101		SJAG_00101
B6K2E5	B6K2E5_SCHJY	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	SJAG_02413		SJAG_02413
B6K3K1	B6K3K1_SCHJY	unreviewed	CUE domain-containing protein Cue3	SJAG_03189		SJAG_03189
B6JX86	B6JX86_SCHJY	unreviewed	GTPase activating protein	SJAG_01011		SJAG_01011
B6JVF7	B6JVF7_SCHJY	unreviewed	Uncharacterized protein	SJAG_00367		SJAG_00367
B6JZ22	B6JZ22_SCHJY	unreviewed	Fungal protein	SJAG_01844		SJAG_01844
B6K1I7	B6K1I7_SCHJY	unreviewed	Caffeine induced death protein Cid2	SJAG_02917		SJAG_02917
B6K3L9	B6K3L9_SCHJY	unreviewed	AGC/RSK protein kinase Ppk22	SJAG_03209		SJAG_03209
B6K7V5	B6K7V5_SCHJY	unreviewed	Membrane transporter	SJAG_04828		SJAG_04828
B6JWH7	B6JWH7_SCHJY	unreviewed	Protein BCP1	SJAG_00753		SJAG_00753
B6K282	B6K282_SCHJY	unreviewed	COPII-coated vesicle component Sfb3	SJAG_02349		SJAG_02349
B6JYX6	B6JYX6_SCHJY	unreviewed	U6 snRNA phosphodiesterase (EC 3.1.4.-)	USB1 SJAG_01798	USB1	SJAG_01798
B6JW86	B6JW86_SCHJY	unreviewed	Uncharacterized protein	SJAG_00658		SJAG_00658
B6JVZ7	B6JVZ7_SCHJY	unreviewed	rRNA-processing protein EFG1 (rRNA-processing protein efg1)	SJAG_00562		SJAG_00562
B6JX76	B6JX76_SCHJY	unreviewed	GRASP protein	SJAG_01003		SJAG_01003
B6JXF5	B6JXF5_SCHJY	unreviewed	BUB protein kinase Bub1	SJAG_01082		SJAG_01082
B6JYE8	B6JYE8_SCHJY	unreviewed	40S ribosomal protein S16	SJAG_01609		SJAG_01609
B6K2Q1	B6K2Q1_SCHJY	unreviewed	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	SJAG_02517		SJAG_02517
B6K2A0	B6K2A0_SCHJY	unreviewed	Guanyl-nucleotide exchange factor Sec2	SJAG_02368		SJAG_02368
B6K2I6	B6K2I6_SCHJY	unreviewed	ABC family iron transporter Atm1	SJAG_02457		SJAG_02457
B6K404	B6K404_SCHJY	unreviewed	Anaphase-promoting complex subunit Apc8	SJAG_03351		SJAG_03351
B6JUX3	B6JUX3_SCHJY	unreviewed	COPII vesicle coat protein	SJAG_00072		SJAG_00072
T0S312	T0S312_SCHJY	unreviewed	Uncharacterized protein	SJAG_06598		SJAG_06598
B6K6W2	B6K6W2_SCHJY	unreviewed	Rho-type GTPase activating protein Rga5	SJAG_04462		SJAG_04462
B6K8C3	B6K8C3_SCHJY	unreviewed	Glucan 1,3-beta-glucosidase I/II	SJAG_05001		SJAG_05001
